State FIPS Code,County FIPS Code,Postal Code,Name,Poverty Estimate All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent All Ages,90% CI Lower Bound,90% CI Upper Bound
47,35,TN,Cumberland County,9180.00,7620.00,10740.00,14.90,12.40,17.40
47,37,TN,Davidson County,101651.00,94145.00,109157.00,15.00,13.90,16.10
47,39,TN,Decatur County,1977.00,1553.00,2401.00,17.70,13.90,21.50
47,41,TN,DeKalb County,3140.00,2440.00,3840.00,15.50,12.00,19.00
47,43,TN,Dickson County,6608.00,5423.00,7793.00,12.10,9.90,14.30
47,45,TN,Dyer County,5767.00,4671.00,6863.00,16.00,13.00,19.00
47,47,TN,Fayette County,5216.00,4321.00,6111.00,12.30,10.20,14.40
47,49,TN,Fentress County,3692.00,2902.00,4482.00,19.90,15.60,24.20
47,51,TN,Franklin County,5097.00,4086.00,6108.00,12.40,9.90,14.90
47,53,TN,Gibson County,6592.00,5311.00,7873.00,13.40,10.80,16.00
47,55,TN,Giles County,3709.00,2867.00,4551.00,12.40,9.60,15.20
47,57,TN,Grainger County,3988.00,3206.00,4770.00,16.90,13.60,20.20
47,59,TN,Greene County,8659.00,6705.00,10613.00,12.50,9.70,15.30
47,61,TN,Grundy County,2744.00,2100.00,3388.00,20.50,15.70,25.30
47,63,TN,Hamblen County,11667.00,9957.00,13377.00,18.40,15.70,21.10
47,65,TN,Hamilton County,45470.00,39950.00,50990.00,12.60,11.10,14.10
47,67,TN,Hancock County,1829.00,1453.00,2205.00,27.60,21.90,33.30
47,69,TN,Hardeman County,4501.00,3466.00,5536.00,20.90,16.10,25.70
47,71,TN,Hardin County,4660.00,3710.00,5610.00,17.60,14.00,21.20
47,73,TN,Hawkins County,9357.00,7674.00,11040.00,16.50,13.50,19.50
47,75,TN,Haywood County,3713.00,3049.00,4377.00,21.30,17.50,25.10
47,77,TN,Henderson County,3752.00,2879.00,4625.00,13.60,10.40,16.80
47,79,TN,Henry County,5183.00,4237.00,6129.00,16.40,13.40,19.40
47,81,TN,Hickman County,3895.00,3126.00,4664.00,16.30,13.10,19.50
47,83,TN,Houston County,1248.00,947.00,1549.00,15.30,11.60,19.00
47,85,TN,Humphreys County,2282.00,1724.00,2840.00,12.10,9.10,15.10
47,87,TN,Jackson County,2453.00,2062.00,2844.00,21.20,17.80,24.60
47,89,TN,Jefferson County,7962.00,6551.00,9373.00,14.70,12.10,17.30
47,91,TN,Johnson County,3908.00,3152.00,4664.00,23.70,19.10,28.30
47,93,TN,Knox County,57580.00,51888.00,63272.00,12.10,10.90,13.30
47,95,TN,Lake County,1643.00,1237.00,2049.00,33.40,25.20,41.60
47,97,TN,Lauderdale County,4943.00,3933.00,5953.00,21.50,17.10,25.90
47,99,TN,Lawrence County,5998.00,4660.00,7336.00,13.60,10.60,16.60
47,101,TN,Lewis County,1855.00,1418.00,2292.00,14.70,11.20,18.20
47,103,TN,Lincoln County,5111.00,4065.00,6157.00,14.60,11.60,17.60
47,105,TN,Loudon County,5365.00,4181.00,6549.00,9.60,7.50,11.70
47,107,TN,McMinn County,7651.00,6092.00,9210.00,14.50,11.60,17.40
47,109,TN,McNairy County,3913.00,3053.00,4773.00,15.40,12.00,18.80
47,111,TN,Macon County,4014.00,3122.00,4906.00,15.90,12.40,19.40
47,113,TN,Madison County,16124.00,13938.00,18310.00,17.10,14.80,19.40
47,115,TN,Marion County,4638.00,3721.00,5555.00,16.20,13.00,19.40
47,117,TN,Marshall County,3828.00,3005.00,4651.00,11.10,8.70,13.50
47,119,TN,Maury County,10695.00,8724.00,12666.00,10.30,8.40,12.20
47,121,TN,Meigs County,1956.00,1508.00,2404.00,15.20,11.70,18.70
47,123,TN,Monroe County,7185.00,5879.00,8491.00,15.60,12.80,18.40
47,125,TN,Montgomery County,24078.00,20144.00,28012.00,10.80,9.00,12.60
47,127,TN,Moore County,636.00,485.00,787.00,9.70,7.40,12.00
47,129,TN,Morgan County,3447.00,2687.00,4207.00,18.10,14.10,22.10
47,131,TN,Obion County,4662.00,3752.00,5572.00,15.50,12.50,18.50
47,133,TN,Overton County,3352.00,2705.00,3999.00,14.90,12.00,17.80
47,135,TN,Perry County,1413.00,1097.00,1729.00,17.00,13.20,20.80
47,137,TN,Pickett County,715.00,537.00,893.00,14.20,10.70,17.70
47,139,TN,Polk County,2350.00,1783.00,2917.00,13.50,10.20,16.80
47,141,TN,Putnam County,10745.00,8597.00,12893.00,13.70,11.00,16.40
47,143,TN,Rhea County,5103.00,4024.00,6182.00,15.80,12.50,19.10
47,145,TN,Roane County,7003.00,5423.00,8583.00,13.10,10.10,16.10
47,147,TN,Robertson County,7662.00,6233.00,9091.00,10.50,8.50,12.50
47,149,TN,Rutherford County,30038.00,25378.00,34698.00,8.70,7.40,10.00
47,151,TN,Scott County,4841.00,3986.00,5696.00,22.40,18.40,26.40
47,153,TN,Sequatchie County,2198.00,1646.00,2750.00,13.60,10.20,17.00
47,155,TN,Sevier County,12973.00,10824.00,15122.00,13.20,11.00,15.40
47,157,TN,Shelby County,163230.00,150574.00,175886.00,18.00,16.60,19.40
47,159,TN,Smith County,2331.00,1786.00,2876.00,11.70,9.00,14.40
47,161,TN,Stewart County,1820.00,1393.00,2247.00,13.30,10.20,16.40
47,163,TN,Sullivan County,26800.00,23971.00,29629.00,17.10,15.30,18.90
47,165,TN,Sumner County,17062.00,14180.00,19944.00,8.60,7.10,10.10
47,167,TN,Tipton County,7822.00,6579.00,9065.00,13.10,11.00,15.20
47,169,TN,Trousdale County,1666.00,1285.00,2047.00,17.80,13.70,21.90
47,171,TN,Unicoi County,2514.00,1933.00,3095.00,14.50,11.10,17.90
47,173,TN,Union County,3101.00,2355.00,3847.00,15.60,11.80,19.40
47,175,TN,Van Buren County,1045.00,816.00,1274.00,17.00,13.30,20.70
47,177,TN,Warren County,6403.00,5082.00,7724.00,15.60,12.40,18.80
47,179,TN,Washington County,18653.00,16080.00,21226.00,14.30,12.30,16.30
47,181,TN,Wayne County,2819.00,2241.00,3397.00,19.80,15.70,23.90
47,183,TN,Weakley County,5665.00,4713.00,6617.00,18.00,15.00,21.00
47,185,TN,White County,4457.00,3635.00,5279.00,16.40,13.40,19.40
47,187,TN,Williamson County,10137.00,8082.00,12192.00,4.00,3.20,4.80
47,189,TN,Wilson County,11297.00,9240.00,13354.00,7.50,6.10,8.90
48,0,TX,Texas,4122799.00,4067445.00,4178153.00,14.20,14.00,14.40
48,1,TX,Anderson County,9124.00,7267.00,10981.00,20.40,16.20,24.60
48,3,TX,Andrews County,2168.00,1699.00,2637.00,11.80,9.20,14.40
48,5,TX,Angelina County,15434.00,13056.00,17812.00,18.40,15.60,21.20
48,7,TX,Aransas County,3629.00,2706.00,4552.00,15.10,11.30,18.90
48,9,TX,Archer County,829.00,644.00,1014.00,9.60,7.50,11.70
48,11,TX,Armstrong County,178.00,136.00,220.00,9.90,7.50,12.30
48,13,TX,Atascosa County,8151.00,6482.00,9820.00,16.40,13.00,19.80
48,15,TX,Austin County,3122.00,2377.00,3867.00,10.40,7.90,12.90
48,17,TX,Bailey County,1084.00,832.00,1336.00,16.10,12.30,19.90
48,19,TX,Bandera County,2445.00,1897.00,2993.00,11.40,8.80,14.00
48,21,TX,Bastrop County,11414.00,8951.00,13877.00,11.50,9.00,14.00
48,23,TX,Baylor County,602.00,482.00,722.00,17.60,14.10,21.10
48,25,TX,Bee County,6383.00,4937.00,7829.00,27.10,21.00,33.20
48,27,TX,Bell County,52868.00,46947.00,58789.00,14.30,12.70,15.90
48,29,TX,Bexar County,293859.00,274989.00,312729.00,14.80,13.80,15.80
48,31,TX,Blanco County,1063.00,813.00,1313.00,9.00,6.90,11.10
48,33,TX,Borden County,61.00,46.00,76.00,9.90,7.50,12.30
48,35,TX,Bosque County,2404.00,1861.00,2947.00,13.20,10.20,16.20
48,37,TX,Bowie County,15460.00,12623.00,18297.00,17.80,14.50,21.10
48,39,TX,Brazoria County,33053.00,26458.00,39648.00,9.00,7.20,10.80
48,41,TX,Brazos County,50154.00,45597.00,54711.00,22.60,20.60,24.60
48,43,TX,Brewster County,1250.00,935.00,1565.00,13.30,9.90,16.70
48,45,TX,Briscoe County,205.00,157.00,253.00,14.70,11.30,18.10
48,47,TX,Brooks County,1986.00,1491.00,2481.00,28.60,21.50,35.70
48,49,TX,Brown County,5603.00,4432.00,6774.00,15.30,12.10,18.50
48,51,TX,Burleson County,2575.00,2023.00,3127.00,14.40,11.30,17.50
48,53,TX,Burnet County,4950.00,3830.00,6070.00,9.90,7.70,12.10
48,55,TX,Caldwell County,5779.00,4418.00,7140.00,12.80,9.80,15.80
48,57,TX,Calhoun County,2867.00,2166.00,3568.00,14.60,11.00,18.20
48,59,TX,Callahan County,1702.00,1298.00,2106.00,12.10,9.20,15.00
48,61,TX,Cameron County,103230.00,92405.00,114055.00,24.60,22.00,27.20
48,63,TX,Camp County,2102.00,1621.00,2583.00,16.70,12.90,20.50
48,65,TX,Carson County,520.00,396.00,644.00,9.10,6.90,11.30
48,67,TX,Cass County,5136.00,4209.00,6063.00,18.20,14.90,21.50
48,69,TX,Castro County,1184.00,904.00,1464.00,16.20,12.40,20.00
48,71,TX,Chambers County,5034.00,4190.00,5878.00,10.40,8.70,12.10
48,73,TX,Cherokee County,8776.00,7088.00,10464.00,18.10,14.60,21.60
48,75,TX,Childress County,1093.00,824.00,1362.00,21.10,15.90,26.30
48,77,TX,Clay County,1093.00,840.00,1346.00,10.70,8.20,13.20
48,79,TX,Cochran County,529.00,410.00,648.00,21.30,16.50,26.10
48,81,TX,Coke County,497.00,396.00,598.00,15.10,12.00,18.20
48,83,TX,Coleman County,1488.00,1148.00,1828.00,19.30,14.90,23.70
48,85,TX,Collin County,72757.00,65193.00,80321.00,6.60,5.90,7.30
48,87,TX,Collingsworth County,436.00,332.00,540.00,16.90,12.90,20.90
48,89,TX,Colorado County,2527.00,1861.00,3193.00,12.40,9.10,15.70
48,91,TX,Comal County,9181.00,6730.00,11632.00,5.30,3.90,6.70
48,93,TX,Comanche County,2196.00,1731.00,2661.00,16.10,12.70,19.50
48,95,TX,Concho County,490.00,369.00,611.00,14.90,11.20,18.60
48,97,TX,Cooke County,5423.00,4352.00,6494.00,13.00,10.40,15.60
48,99,TX,Coryell County,9611.00,7672.00,11550.00,13.60,10.80,16.40
48,101,TX,Cottle County,259.00,195.00,323.00,18.80,14.20,23.40
48,103,TX,Crane County,519.00,393.00,645.00,11.30,8.60,14.00
48,105,TX,Crockett County,447.00,338.00,556.00,14.60,11.00,18.20
48,107,TX,Crosby County,1173.00,915.00,1431.00,23.20,18.10,28.30
48,109,TX,Culberson County,427.00,327.00,527.00,19.60,15.00,24.20
48,111,TX,Dallam County,747.00,557.00,937.00,10.50,7.80,13.20
48,113,TX,Dallas County,368709.00,345049.00,392369.00,14.40,13.50,15.30
48,115,TX,Dawson County,2330.00,1812.00,2848.00,21.30,16.60,26.00
48,117,TX,Deaf Smith County,3134.00,2479.00,3789.00,17.30,13.70,20.90
48,119,TX,Delta County,847.00,660.00,1034.00,15.80,12.30,19.30
48,121,TX,Denton County,68494.00,61404.00,75584.00,7.40,6.60,8.20
48,123,TX,DeWitt County,3108.00,2336.00,3880.00,17.10,12.90,21.30
48,125,TX,Dickens County,313.00,240.00,386.00,20.70,15.90,25.50
48,127,TX,Dimmit County,2162.00,1696.00,2628.00,25.70,20.20,31.20
48,129,TX,Donley County,516.00,392.00,640.00,16.90,12.80,21.00
48,131,TX,Duval County,2776.00,2240.00,3312.00,30.00,24.20,35.80
48,133,TX,Eastland County,3191.00,2553.00,3829.00,18.50,14.80,22.20
48,135,TX,Ector County,26375.00,21813.00,30937.00,16.60,13.70,19.50
48,137,TX,Edwards County,289.00,218.00,360.00,20.10,15.20,25.00
48,139,TX,Ellis County,17641.00,14223.00,21059.00,8.80,7.10,10.50
48,141,TX,El Paso County,171242.00,156548.00,185936.00,20.10,18.40,21.80
48,143,TX,Erath County,7181.00,6005.00,8357.00,17.90,15.00,20.80
48,145,TX,Falls County,3141.00,2358.00,3924.00,20.30,15.20,25.40
48,147,TX,Fannin County,4835.00,3809.00,5861.00,14.30,11.30,17.30
48,149,TX,Fayette County,2676.00,2107.00,3245.00,11.00,8.70,13.30
48,151,TX,Fisher County,564.00,437.00,691.00,15.30,11.90,18.70
48,153,TX,Floyd County,966.00,729.00,1203.00,18.20,13.70,22.70
48,155,TX,Foard County,183.00,138.00,228.00,17.40,13.20,21.60
48,157,TX,Fort Bend County,61654.00,50676.00,72632.00,7.20,5.90,8.50
48,159,TX,Franklin County,1537.00,1191.00,1883.00,14.80,11.50,18.10
48,161,TX,Freestone County,2892.00,2275.00,3509.00,15.80,12.40,19.20
48,163,TX,Frio County,4124.00,3246.00,5002.00,26.70,21.00,32.40
48,165,TX,Gaines County,3009.00,2288.00,3730.00,13.80,10.50,17.10
48,167,TX,Galveston County,42174.00,35529.00,48819.00,12.10,10.20,14.00
48,169,TX,Garza County,1044.00,782.00,1306.00,24.80,18.60,31.00
48,171,TX,Gillespie County,2376.00,1832.00,2920.00,8.80,6.80,10.80
48,173,TX,Glasscock County,98.00,74.00,122.00,8.50,6.40,10.60
48,175,TX,Goliad County,1045.00,802.00,1288.00,14.70,11.30,18.10
48,177,TX,Gonzales County,3129.00,2490.00,3768.00,16.10,12.80,19.40
48,179,TX,Gray County,3388.00,2731.00,4045.00,17.70,14.30,21.10
48,181,TX,Grayson County,15392.00,12648.00,18136.00,11.20,9.20,13.20
48,183,TX,Gregg County,19426.00,16045.00,22807.00,16.10,13.30,18.90
48,185,TX,Grimes County,4419.00,3429.00,5409.00,16.10,12.50,19.70
48,187,TX,Guadalupe County,16664.00,13968.00,19360.00,9.50,8.00,11.00
48,189,TX,Hale County,5848.00,4662.00,7034.00,19.60,15.60,23.60
48,191,TX,Hall County,679.00,531.00,827.00,24.10,18.90,29.30
48,193,TX,Hamilton County,1201.00,949.00,1453.00,14.80,11.70,17.90
48,195,TX,Hansford County,595.00,453.00,737.00,11.70,8.90,14.50
48,197,TX,Hardeman County,610.00,469.00,751.00,17.20,13.20,21.20
48,199,TX,Hardin County,5485.00,4071.00,6899.00,9.70,7.20,12.20
48,201,TX,Harris County,767505.00,737646.00,797364.00,16.40,15.80,17.00
48,203,TX,Harrison County,10198.00,8165.00,12231.00,15.00,12.00,18.00
48,205,TX,Hartley County,450.00,340.00,560.00,10.40,7.90,12.90
48,207,TX,Haskell County,1023.00,776.00,1270.00,20.60,15.60,25.60
48,209,TX,Hays County,30782.00,27113.00,34451.00,12.40,10.90,13.90
48,211,TX,Hemphill County,330.00,249.00,411.00,10.20,7.70,12.70
48,213,TX,Henderson County,12989.00,10841.00,15137.00,15.80,13.20,18.40
48,215,TX,Hidalgo County,251220.00,234303.00,268137.00,28.80,26.90,30.70
48,217,TX,Hill County,4985.00,3969.00,6001.00,13.90,11.10,16.70
48,219,TX,Hockley County,3379.00,2710.00,4048.00,16.40,13.20,19.60
48,221,TX,Hood County,6484.00,5293.00,7675.00,10.20,8.30,12.10
48,223,TX,Hopkins County,5350.00,4345.00,6355.00,14.50,11.80,17.20
48,225,TX,Houston County,3915.00,2926.00,4904.00,19.80,14.80,24.80
48,227,TX,Howard County,4851.00,3797.00,5905.00,16.90,13.20,20.60
48,229,TX,Hudspeth County,780.00,597.00,963.00,24.00,18.40,29.60
48,231,TX,Hunt County,13902.00,11848.00,15956.00,13.80,11.80,15.80
48,233,TX,Hutchinson County,2551.00,1984.00,3118.00,12.60,9.80,15.40
48,235,TX,Irion County,136.00,105.00,167.00,8.80,6.80,10.80
48,237,TX,Jack County,1233.00,953.00,1513.00,16.00,12.40,19.60
48,239,TX,Jackson County,2002.00,1531.00,2473.00,13.50,10.30,16.70
48,241,TX,Jasper County,7663.00,6662.00,8664.00,23.80,20.70,26.90
48,243,TX,Jeff Davis County,398.00,287.00,509.00,21.30,15.30,27.30
48,245,TX,Jefferson County,45633.00,40359.00,50907.00,19.20,17.00,21.40
48,247,TX,Jim Hogg County,1111.00,855.00,1367.00,23.20,17.80,28.60
48,249,TX,Jim Wells County,8234.00,6512.00,9956.00,21.40,16.90,25.90
48,251,TX,Johnson County,17978.00,14559.00,21397.00,9.80,7.90,11.70
48,253,TX,Jones County,2929.00,2202.00,3656.00,19.70,14.80,24.60
48,255,TX,Karnes County,2721.00,2128.00,3314.00,22.10,17.30,26.90
48,257,TX,Kaufman County,13916.00,11093.00,16739.00,8.90,7.10,10.70
48,259,TX,Kendall County,3154.00,2388.00,3920.00,6.80,5.10,8.50
48,261,TX,Kenedy County,48.00,36.00,60.00,14.20,10.70,17.70
48,263,TX,Kent County,81.00,62.00,100.00,11.50,8.70,14.30
48,265,TX,Kerr County,6378.00,5072.00,7684.00,12.40,9.90,14.90
48,267,TX,Kimble County,679.00,509.00,849.00,15.60,11.70,19.50
48,269,TX,King County,30.00,23.00,37.00,11.60,8.70,14.50
48,271,TX,Kinney County,545.00,414.00,676.00,19.00,14.40,23.60
48,273,TX,Kleberg County,7233.00,5947.00,8519.00,24.60,20.20,29.00
48,275,TX,Knox County,562.00,418.00,706.00,17.10,12.70,21.50
48,277,TX,Lamar County,8424.00,6978.00,9870.00,17.00,14.10,19.90
48,279,TX,Lamb County,2423.00,1911.00,2935.00,19.10,15.10,23.10
48,281,TX,Lampasas County,2694.00,2094.00,3294.00,12.20,9.50,14.90
48,283,TX,La Salle County,1503.00,1155.00,1851.00,28.60,22.00,35.20
48,285,TX,Lavaca County,2505.00,1969.00,3041.00,12.40,9.70,15.10
48,287,TX,Lee County,2215.00,1758.00,2672.00,12.80,10.20,15.40
48,289,TX,Leon County,2593.00,2101.00,3085.00,16.30,13.20,19.40
48,291,TX,Liberty County,14473.00,11740.00,17206.00,15.60,12.60,18.60
48,293,TX,Limestone County,3503.00,2711.00,4295.00,16.80,13.00,20.60
48,295,TX,Lipscomb County,385.00,296.00,474.00,13.30,10.20,16.40
48,297,TX,Live Oak County,1838.00,1423.00,2253.00,17.70,13.70,21.70
48,299,TX,Llano County,2650.00,2073.00,3227.00,12.10,9.50,14.70
48,301,TX,Loving County,3.00,2.00,4.00,5.30,4.00,6.60
48,303,TX,Lubbock County,48593.00,43305.00,53881.00,16.10,14.40,17.80
48,305,TX,Lynn County,952.00,748.00,1156.00,16.80,13.20,20.40
48,307,TX,McCulloch County,1288.00,976.00,1600.00,17.30,13.10,21.50
48,309,TX,McLennan County,37352.00,32097.00,42607.00,14.70,12.60,16.80
48,311,TX,McMullen County,73.00,55.00,91.00,12.10,9.20,15.00
48,313,TX,Madison County,2000.00,1528.00,2472.00,17.50,13.40,21.60
48,315,TX,Marion County,2188.00,1764.00,2612.00,23.00,18.50,27.50
48,317,TX,Martin County,688.00,532.00,844.00,13.30,10.30,16.30
48,319,TX,Mason County,466.00,355.00,577.00,11.80,9.00,14.60
48,321,TX,Matagorda County,8267.00,7128.00,9406.00,22.90,19.70,26.10
48,323,TX,Maverick County,11691.00,8985.00,14397.00,20.50,15.80,25.20
48,325,TX,Medina County,7080.00,5637.00,8523.00,14.20,11.30,17.10
48,327,TX,Menard County,380.00,291.00,469.00,19.40,14.90,23.90
48,329,TX,Midland County,17432.00,14145.00,20719.00,10.50,8.50,12.50
48,331,TX,Milam County,3604.00,2741.00,4467.00,14.60,11.10,18.10
48,333,TX,Mills County,601.00,456.00,746.00,13.70,10.40,17.00
48,335,TX,Mitchell County,1447.00,1090.00,1804.00,19.20,14.50,23.90
48,337,TX,Montague County,2850.00,2227.00,3473.00,14.10,11.00,17.20
48,339,TX,Montgomery County,67809.00,59505.00,76113.00,10.50,9.20,11.80
48,341,TX,Moore County,2486.00,1933.00,3039.00,11.90,9.30,14.50
48,343,TX,Morris County,2213.00,1738.00,2688.00,18.50,14.50,22.50
48,345,TX,Motley County,180.00,138.00,222.00,16.90,12.90,20.90
48,347,TX,Nacogdoches County,12474.00,10405.00,14543.00,20.80,17.40,24.20
48,349,TX,Navarro County,8469.00,6797.00,10141.00,16.00,12.80,19.20
48,351,TX,Newton County,2310.00,1809.00,2811.00,19.80,15.50,24.10
48,353,TX,Nolan County,2601.00,2025.00,3177.00,18.30,14.30,22.30
48,355,TX,Nueces County,62967.00,55554.00,70380.00,18.20,16.10,20.30
48,357,TX,Ochiltree County,1149.00,900.00,1398.00,11.80,9.20,14.40
48,359,TX,Oldham County,239.00,182.00,296.00,15.70,12.00,19.40
48,361,TX,Orange County,10515.00,8220.00,12810.00,12.50,9.80,15.20
48,363,TX,Palo Pinto County,4212.00,3300.00,5124.00,14.80,11.60,18.00
48,365,TX,Panola County,3018.00,2294.00,3742.00,13.50,10.30,16.70
48,367,TX,Parker County,12227.00,9787.00,14667.00,7.90,6.30,9.50
48,369,TX,Parmer County,1481.00,1191.00,1771.00,15.20,12.20,18.20
48,371,TX,Pecos County,2972.00,2412.00,3532.00,22.60,18.30,26.90
48,373,TX,Polk County,8117.00,6800.00,9434.00,16.90,14.20,19.60
48,375,TX,Potter County,22716.00,19361.00,26071.00,20.70,17.60,23.80
48,377,TX,Presidio County,1304.00,979.00,1629.00,21.30,16.00,26.60
48,379,TX,Rains County,1594.00,1212.00,1976.00,12.80,9.70,15.90
48,381,TX,Randall County,12785.00,10502.00,15068.00,9.10,7.50,10.70
48,383,TX,Reagan County,386.00,299.00,473.00,11.90,9.20,14.60
48,385,TX,Real County,435.00,328.00,542.00,15.60,11.80,19.40
48,387,TX,Red River County,2140.00,1692.00,2588.00,18.70,14.80,22.60
48,389,TX,Reeves County,2590.00,1952.00,3228.00,22.20,16.70,27.70
48,391,TX,Refugio County,1033.00,766.00,1300.00,15.50,11.50,19.50
48,393,TX,Roberts County,59.00,45.00,73.00,7.40,5.60,9.20
48,395,TX,Robertson County,2842.00,2185.00,3499.00,16.90,13.00,20.80
48,397,TX,Rockwall County,5880.00,4592.00,7168.00,5.10,4.00,6.20
48,399,TX,Runnels County,1509.00,1149.00,1869.00,15.30,11.60,19.00
48,401,TX,Rusk County,7880.00,6429.00,9331.00,16.80,13.70,19.90
48,403,TX,Sabine County,1628.00,1245.00,2011.00,16.30,12.50,20.10
48,405,TX,San Augustine County,1768.00,1410.00,2126.00,22.70,18.10,27.30
48,407,TX,San Jacinto County,4804.00,3748.00,5860.00,17.30,13.50,21.10
48,409,TX,San Patricio County,11367.00,9444.00,13290.00,16.40,13.60,19.20
48,411,TX,San Saba County,935.00,714.00,1156.00,17.90,13.70,22.10
48,413,TX,Schleicher County,358.00,270.00,446.00,14.80,11.20,18.40
48,415,TX,Scurry County,2308.00,1746.00,2870.00,15.10,11.40,18.80
48,417,TX,Shackelford County,383.00,288.00,478.00,12.00,9.00,15.00
48,419,TX,Shelby County,4650.00,3778.00,5522.00,19.60,15.90,23.30
48,421,TX,Sherman County,332.00,253.00,411.00,12.00,9.10,14.90
48,423,TX,Smith County,30154.00,24841.00,35467.00,13.00,10.70,15.30
48,425,TX,Somervell County,863.00,657.00,1069.00,9.30,7.10,11.50
48,427,TX,Starr County,20610.00,17398.00,23822.00,31.60,26.70,36.50
48,429,TX,Stephens County,1389.00,1033.00,1745.00,16.20,12.00,20.40
48,431,TX,Sterling County,158.00,120.00,196.00,11.80,9.00,14.60
48,433,TX,Stonewall County,185.00,140.00,230.00,15.50,11.80,19.20
48,435,TX,Sutton County,459.00,349.00,569.00,13.90,10.60,17.20
48,437,TX,Swisher County,1347.00,1058.00,1636.00,20.90,16.40,25.40
48,439,TX,Tarrant County,242783.00,224662.00,260904.00,11.60,10.70,12.50
48,441,TX,Taylor County,24828.00,22048.00,27608.00,17.90,15.90,19.90
48,443,TX,Terrell County,126.00,95.00,157.00,17.40,13.20,21.60
48,445,TX,Terry County,2414.00,1893.00,2935.00,22.30,17.50,27.10
48,447,TX,Throckmorton County,224.00,175.00,273.00,15.00,11.70,18.30
48,449,TX,Titus County,4920.00,4001.00,5839.00,16.00,13.00,19.00
48,451,TX,Tom Green County,15221.00,12593.00,17849.00,13.20,10.90,15.50
48,453,TX,Travis County,143340.00,128427.00,158253.00,11.20,10.00,12.40
48,455,TX,Trinity County,2339.00,1815.00,2863.00,17.10,13.30,20.90
48,457,TX,Tyler County,3232.00,2522.00,3942.00,17.50,13.70,21.30
48,459,TX,Upshur County,6166.00,4948.00,7384.00,14.90,12.00,17.80
48,461,TX,Upton County,502.00,396.00,608.00,15.60,12.30,18.90
48,463,TX,Uvalde County,4984.00,3904.00,6064.00,20.50,16.10,24.90
48,465,TX,Val Verde County,8612.00,6542.00,10682.00,18.80,14.30,23.30
48,467,TX,Van Zandt County,8074.00,6307.00,9841.00,13.30,10.40,16.20
48,469,TX,Victoria County,14471.00,12329.00,16613.00,16.20,13.80,18.60
48,471,TX,Walker County,14402.00,11883.00,16921.00,23.90,19.70,28.10
48,473,TX,Waller County,7505.00,5929.00,9081.00,13.60,10.80,16.40
48,475,TX,Ward County,1565.00,1201.00,1929.00,14.10,10.80,17.40
48,477,TX,Washington County,4719.00,3789.00,5649.00,14.00,11.20,16.80
48,479,TX,Webb County,59771.00,52377.00,67165.00,22.60,19.80,25.40
48,481,TX,Wharton County,6575.00,5154.00,7996.00,15.90,12.50,19.30
48,483,TX,Wheeler County,691.00,531.00,851.00,14.10,10.80,17.40
48,485,TX,Wichita County,17237.00,14089.00,20385.00,14.60,11.90,17.30
48,487,TX,Wilbarger County,1747.00,1334.00,2160.00,14.10,10.80,17.40
48,489,TX,Willacy County,5912.00,4849.00,6975.00,34.30,28.10,40.50
48,491,TX,Williamson County,38403.00,33182.00,43624.00,6.00,5.20,6.80
48,493,TX,Wilson County,5004.00,3951.00,6057.00,9.80,7.70,11.90
48,495,TX,Winkler County,1076.00,829.00,1323.00,14.70,11.30,18.10
48,497,TX,Wise County,7216.00,5892.00,8540.00,10.20,8.30,12.10
48,499,TX,Wood County,6250.00,4997.00,7503.00,14.10,11.30,16.90
48,501,TX,Yoakum County,971.00,729.00,1213.00,12.80,9.60,16.00
48,503,TX,Young County,2628.00,2037.00,3219.00,14.80,11.50,18.10
48,505,TX,Zapata County,4001.00,3159.00,4843.00,28.90,22.80,35.00
48,507,TX,Zavala County,2338.00,1741.00,2935.00,25.40,18.90,31.90
49,0,UT,Utah,286086.00,273709.00,298463.00,8.70,8.30,9.10
49,1,UT,Beaver County,662.00,503.00,821.00,9.20,7.00,11.40
49,3,UT,Box Elder County,4712.00,3830.00,5594.00,8.00,6.50,9.50
49,5,UT,Cache County,14719.00,12630.00,16808.00,11.00,9.40,12.60
49,7,UT,Carbon County,3166.00,2595.00,3737.00,15.90,13.00,18.80
49,9,UT,Daggett County,70.00,53.00,87.00,7.20,5.50,8.90
49,11,UT,Davis County,23286.00,19967.00,26605.00,6.40,5.50,7.30
49,13,UT,Duchesne County,2555.00,1974.00,3136.00,13.10,10.10,16.10
49,15,UT,Emery County,1173.00,906.00,1440.00,11.80,9.10,14.50
49,17,UT,Garfield County,490.00,371.00,609.00,9.90,7.50,12.30
49,19,UT,Grand County,1061.00,810.00,1312.00,11.10,8.50,13.70
49,21,UT,Iron County,7906.00,6384.00,9428.00,13.30,10.70,15.90
49,23,UT,Juab County,1057.00,830.00,1284.00,8.80,6.90,10.70
49,25,UT,Kane County,729.00,560.00,898.00,9.40,7.20,11.60
49,27,UT,Millard County,1322.00,990.00,1654.00,10.20,7.70,12.70
49,29,UT,Morgan County,564.00,425.00,703.00,4.50,3.40,5.60
49,31,UT,Piute County,219.00,168.00,270.00,15.10,11.60,18.60
49,33,UT,Rich County,208.00,156.00,260.00,8.00,6.00,10.00
49,35,UT,Salt Lake County,103046.00,94119.00,111973.00,8.80,8.00,9.60
49,37,UT,San Juan County,3832.00,3266.00,4398.00,26.80,22.80,30.80
