State FIPS Code,County FIPS Code,Postal Code,Name,Poverty Estimate All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent All Ages,90% CI Lower Bound,90% CI Upper Bound,,,,,,,,,,,,,,,,,,
45,29,SC,Colleton County,"7,964","6,419","9,509",20.9,16.8,25,,,,,,,,,,,,,,,,,,
45,31,SC,Darlington County,"12,886","10,839","14,933",20.9,17.6,24.2,,,,,,,,,,,,,,,,,,
45,33,SC,Dillon County,"7,239","5,978","8,500",26.1,21.6,30.6,,,,,,,,,,,,,,,,,,
45,35,SC,Dorchester County,"15,929","13,043","18,815",9.9,8.1,11.7,,,,,,,,,,,,,,,,,,
45,37,SC,Edgefield County,"4,047","3,301","4,793",16.8,13.7,19.9,,,,,,,,,,,,,,,,,,
45,39,SC,Fairfield County,"4,212","3,397","5,027",20.6,16.6,24.6,,,,,,,,,,,,,,,,,,
45,41,SC,Florence County,"25,173","21,954","28,392",18.8,16.4,21.2,,,,,,,,,,,,,,,,,,
45,43,SC,Georgetown County,"9,345","7,345","11,345",14.7,11.5,17.9,,,,,,,,,,,,,,,,,,
45,45,SC,Greenville County,"56,924","50,428","63,420",10.9,9.7,12.1,,,,,,,,,,,,,,,,,,
45,47,SC,Greenwood County,"10,688","8,862","12,514",15.9,13.2,18.6,,,,,,,,,,,,,,,,,,
45,49,SC,Hampton County,"4,208","3,430","4,986",23.5,19.2,27.8,,,,,,,,,,,,,,,,,,
45,51,SC,Horry County,"45,501","40,500","50,502",12.6,11.2,14,,,,,,,,,,,,,,,,,,
45,53,SC,Jasper County,"4,723","3,700","5,746",16.1,12.6,19.6,,,,,,,,,,,,,,,,,,
45,55,SC,Kershaw County,"9,225","7,570","10,880",14,11.5,16.5,,,,,,,,,,,,,,,,,,
45,57,SC,Lancaster County,"11,670","9,482","13,858",11.8,9.6,14,,,,,,,,,,,,,,,,,,
45,59,SC,Laurens County,"12,161","10,183","14,139",18.5,15.5,21.5,,,,,,,,,,,,,,,,,,
45,61,SC,Lee County,"3,817","2,990","4,644",25.9,20.3,31.5,,,,,,,,,,,,,,,,,,
45,63,SC,Lexington County,"32,988","28,454","37,522",11.1,9.6,12.6,,,,,,,,,,,,,,,,,,
45,65,SC,McCormick County,"1,720","1,362","2,078",19.5,15.4,23.6,,,,,,,,,,,,,,,,,,
45,67,SC,Marion County,"8,347","7,128","9,566",29.2,24.9,33.5,,,,,,,,,,,,,,,,,,
45,69,SC,Marlboro County,"5,752","4,472","7,032",24.1,18.7,29.5,,,,,,,,,,,,,,,,,,
45,71,SC,Newberry County,"5,489","4,235","6,743",14.9,11.5,18.3,,,,,,,,,,,,,,,,,,
45,73,SC,Oconee County,"12,882","11,221","14,543",16.4,14.3,18.5,,,,,,,,,,,,,,,,,,
45,75,SC,Orangeburg County,"21,206","18,713","23,699",26.5,23.4,29.6,,,,,,,,,,,,,,,,,,
45,77,SC,Pickens County,"21,938","19,211","24,665",17.8,15.6,20,,,,,,,,,,,,,,,,,,
45,79,SC,Richland County,"66,286","60,044","72,528",17,15.4,18.6,,,,,,,,,,,,,,,,,,
45,81,SC,Saluda County,"3,067","2,404","3,730",16.5,12.9,20.1,,,,,,,,,,,,,,,,,,
45,83,SC,Spartanburg County,"44,859","40,139","49,579",13.7,12.3,15.1,,,,,,,,,,,,,,,,,,
45,85,SC,Sumter County,"20,439","17,504","23,374",20,17.1,22.9,,,,,,,,,,,,,,,,,,
45,87,SC,Union County,"5,354","4,414","6,294",20.1,16.6,23.6,,,,,,,,,,,,,,,,,,
45,89,SC,Williamsburg County,"6,280","4,686","7,874",21.2,15.8,26.6,,,,,,,,,,,,,,,,,,
45,91,SC,York County,"27,670","23,950","31,390",9.7,8.4,11,,,,,,,,,,,,,,,,,,
46,0,SD,South Dakota,"103,337","99,076","107,598",11.9,11.4,12.4,,,,,,,,,,,,,,,,,,
46,3,SD,Aurora County,263,204,322,9.9,7.7,12.1,,,,,,,,,,,,,,,,,,
46,5,SD,Beadle County,"2,383","1,895","2,871",12.7,10.1,15.3,,,,,,,,,,,,,,,,,,
46,7,SD,Bennett County,"1,046",813,"1,279",31,24.1,37.9,,,,,,,,,,,,,,,,,,
46,9,SD,Bon Homme County,781,598,964,14,10.7,17.3,,,,,,,,,,,,,,,,,,
46,11,SD,Brookings County,"3,952","3,376","4,528",12.6,10.8,14.4,,,,,,,,,,,,,,,,,,
46,13,SD,Brown County,"4,281","3,595","4,967",11.6,9.7,13.5,,,,,,,,,,,,,,,,,,
46,15,SD,Brule County,655,500,810,12.8,9.8,15.8,,,,,,,,,,,,,,,,,,
46,17,SD,Buffalo County,686,529,843,35.9,27.7,44.1,,,,,,,,,,,,,,,,,,
46,19,SD,Butte County,"1,269",973,"1,565",12.2,9.3,15.1,,,,,,,,,,,,,,,,,,
46,21,SD,Campbell County,150,116,184,10.9,8.4,13.4,,,,,,,,,,,,,,,,,,
46,23,SD,Charles Mix County,"1,990","1,609","2,371",22.6,18.3,26.9,,,,,,,,,,,,,,,,,,
46,25,SD,Clark County,386,286,486,10.6,7.9,13.3,,,,,,,,,,,,,,,,,,
46,27,SD,Clay County,"2,167","1,720","2,614",16.8,13.3,20.3,,,,,,,,,,,,,,,,,,
46,29,SD,Codington County,"2,712","2,151","3,273",9.6,7.6,11.6,,,,,,,,,,,,,,,,,,
46,31,SD,Corson County,"1,615","1,355","1,875",41.9,35.2,48.6,,,,,,,,,,,,,,,,,,
46,33,SD,Custer County,822,647,997,9.8,7.7,11.9,,,,,,,,,,,,,,,,,,
46,35,SD,Davison County,"2,183","1,722","2,644",11.4,9,13.8,,,,,,,,,,,,,,,,,,
46,37,SD,Day County,765,621,909,14.5,11.8,17.2,,,,,,,,,,,,,,,,,,
46,39,SD,Deuel County,386,301,471,9.1,7.1,11.1,,,,,,,,,,,,,,,,,,
46,41,SD,Dewey County,"1,237",994,"1,480",23.7,19,28.4,,,,,,,,,,,,,,,,,,
46,43,SD,Douglas County,310,244,376,11.4,9,13.8,,,,,,,,,,,,,,,,,,
46,45,SD,Edmunds County,389,298,480,10.1,7.7,12.5,,,,,,,,,,,,,,,,,,
46,47,SD,Fall River County,948,744,"1,152",13.5,10.6,16.4,,,,,,,,,,,,,,,,,,
46,49,SD,Faulk County,315,241,389,15.7,12,19.4,,,,,,,,,,,,,,,,,,
46,51,SD,Grant County,730,563,897,9.8,7.6,12,,,,,,,,,,,,,,,,,,
46,53,SD,Gregory County,560,424,696,14.2,10.8,17.6,,,,,,,,,,,,,,,,,,
46,55,SD,Haakon County,193,147,239,10.7,8.2,13.2,,,,,,,,,,,,,,,,,,
46,57,SD,Hamlin County,473,366,580,7.8,6,9.6,,,,,,,,,,,,,,,,,,
46,59,SD,Hand County,264,203,325,8.7,6.7,10.7,,,,,,,,,,,,,,,,,,
46,61,SD,Hanson County,276,207,345,8.2,6.1,10.3,,,,,,,,,,,,,,,,,,
46,63,SD,Harding County,150,114,186,11.5,8.8,14.2,,,,,,,,,,,,,,,,,,
46,65,SD,Hughes County,"1,652","1,317","1,987",9.8,7.8,11.8,,,,,,,,,,,,,,,,,,
46,67,SD,Hutchinson County,889,708,"1,070",12.8,10.2,15.4,,,,,,,,,,,,,,,,,,
46,69,SD,Hyde County,137,105,169,11.3,8.6,14,,,,,,,,,,,,,,,,,,
46,71,SD,Jackson County,801,626,976,28.1,22,34.2,,,,,,,,,,,,,,,,,,
46,73,SD,Jerauld County,209,159,259,13.2,10,16.4,,,,,,,,,,,,,,,,,,
46,75,SD,Jones County,113,86,140,12.9,9.8,16,,,,,,,,,,,,,,,,,,
46,77,SD,Kingsbury County,470,369,571,9.3,7.3,11.3,,,,,,,,,,,,,,,,,,
46,79,SD,Lake County,986,762,"1,210",9.6,7.4,11.8,,,,,,,,,,,,,,,,,,
46,81,SD,Lawrence County,"3,307","2,711","3,903",13,10.7,15.3,,,,,,,,,,,,,,,,,,
46,83,SD,Lincoln County,"2,657","2,133","3,181",3.9,3.1,4.7,,,,,,,,,,,,,,,,,,
46,85,SD,Lyman County,767,604,930,20.7,16.3,25.1,,,,,,,,,,,,,,,,,,
46,87,SD,McCook County,507,394,620,9.2,7.1,11.3,,,,,,,,,,,,,,,,,,
46,89,SD,McPherson County,380,294,466,16.7,12.9,20.5,,,,,,,,,,,,,,,,,,
46,91,SD,Marshall County,468,356,580,11.2,8.5,13.9,,,,,,,,,,,,,,,,,,
46,93,SD,Meade County,"2,733","2,201","3,265",9.3,7.5,11.1,,,,,,,,,,,,,,,,,,
46,95,SD,Mellette County,559,443,675,30,23.8,36.2,,,,,,,,,,,,,,,,,,
46,97,SD,Miner County,245,185,305,10.9,8.3,13.5,,,,,,,,,,,,,,,,,,
46,99,SD,Minnehaha County,"18,377","16,165","20,589",9.5,8.4,10.6,,,,,,,,,,,,,,,,,,
46,101,SD,Moody County,651,525,777,10.5,8.5,12.5,,,,,,,,,,,,,,,,,,
46,102,SD,Oglala Lakota County,"5,877","4,948","6,806",43.5,36.6,50.4,,,,,,,,,,,,,,,,,,
46,103,SD,Pennington County,"12,746","10,718","14,774",11.6,9.7,13.5,,,,,,,,,,,,,,,,,,
46,105,SD,Perkins County,397,306,488,14.3,11,17.6,,,,,,,,,,,,,,,,,,
46,107,SD,Potter County,242,185,299,10.1,7.7,12.5,,,,,,,,,,,,,,,,,,
46,109,SD,Roberts County,"1,759","1,394","2,124",17.6,13.9,21.3,,,,,,,,,,,,,,,,,,
46,111,SD,Sanborn County,283,217,349,12.4,9.5,15.3,,,,,,,,,,,,,,,,,,
46,115,SD,Spink County,673,525,821,11.2,8.7,13.7,,,,,,,,,,,,,,,,,,
46,117,SD,Stanley County,226,173,279,7.5,5.8,9.2,,,,,,,,,,,,,,,,,,
46,119,SD,Sully County,111,84,138,7.5,5.7,9.3,,,,,,,,,,,,,,,,,,
46,121,SD,Todd County,"3,672","3,020","4,324",39.8,32.7,46.9,,,,,,,,,,,,,,,,,,
46,123,SD,Tripp County,"1,111",904,"1,318",20.5,16.7,24.3,,,,,,,,,,,,,,,,,,
46,125,SD,Turner County,825,666,984,9.7,7.8,11.6,,,,,,,,,,,,,,,,,,
46,127,SD,Union County,"1,086",878,"1,294",6.5,5.3,7.7,,,,,,,,,,,,,,,,,,
46,129,SD,Walworth County,836,675,997,16.4,13.2,19.6,,,,,,,,,,,,,,,,,,
46,135,SD,Yankton County,"2,344","1,845","2,843",11,8.7,13.3,,,,,,,,,,,,,,,,,,
46,137,SD,Ziebach County,905,691,"1,119",38.1,29.1,47.1,,,,,,,,,,,,,,,,,,
47,0,TN,Tennessee,"934,856","915,693","954,019",13.7,13.4,14,,,,,,,,,,,,,,,,,,
47,1,TN,Anderson County,"10,945","9,206","12,684",14.3,12,16.6,,,,,,,,,,,,,,,,,,
47,3,TN,Bedford County,"6,785","5,399","8,171",13.4,10.7,16.1,,,,,,,,,,,,,,,,,,
47,5,TN,Benton County,"2,861","2,282","3,440",18.3,14.6,22,,,,,,,,,,,,,,,,,,
47,7,TN,Bledsoe County,"2,765","2,124","3,406",22.1,17,27.2,,,,,,,,,,,,,,,,,,
47,9,TN,Blount County,"13,065","10,649","15,481",9.7,7.9,11.5,,,,,,,,,,,,,,,,,,
47,11,TN,Bradley County,"12,529","9,885","15,173",11.7,9.2,14.2,,,,,,,,,,,,,,,,,,
47,13,TN,Campbell County,"7,730","6,290","9,170",19.9,16.2,23.6,,,,,,,,,,,,,,,,,,
47,15,TN,Cannon County,"2,144","1,738","2,550",14.9,12.1,17.7,,,,,,,,,,,,,,,,,,
47,17,TN,Carroll County,"4,318","3,406","5,230",15.9,12.5,19.3,,,,,,,,,,,,,,,,,,
47,19,TN,Carter County,"9,394","7,786","11,002",17.1,14.2,20,,,,,,,,,,,,,,,,,,
47,21,TN,Cheatham County,"3,526","2,684","4,368",8.6,6.6,10.6,,,,,,,,,,,,,,,,,,
47,23,TN,Chester County,"2,873","2,348","3,398",17.6,14.4,20.8,,,,,,,,,,,,,,,,,,
47,25,TN,Claiborne County,"5,291","4,148","6,434",17.1,13.4,20.8,,,,,,,,,,,,,,,,,,
47,27,TN,Clay County,"1,404","1,062","1,746",18.7,14.1,23.3,,,,,,,,,,,,,,,,,,
47,29,TN,Cocke County,"7,563","6,048","9,078",21,16.8,25.2,,,,,,,,,,,,,,,,,,
47,31,TN,Coffee County,"9,069","7,522","10,616",15.6,12.9,18.3,,,,,,,,,,,,,,,,,,
47,33,TN,Crockett County,"2,156","1,683","2,629",15.6,12.2,19,,,,,,,,,,,,,,,,,,
47,35,TN,Cumberland County,"9,180","7,620","10,740",14.9,12.4,17.4,,,,,,,,,,,,,,,,,,
47,37,TN,Davidson County,"101,651","94,145","109,157",15,13.9,16.1,,,,,,,,,,,,,,,,,,
47,39,TN,Decatur County,"1,977","1,553","2,401",17.7,13.9,21.5,,,,,,,,,,,,,,,,,,
47,41,TN,DeKalb County,"3,140","2,440","3,840",15.5,12,19,,,,,,,,,,,,,,,,,,
47,43,TN,Dickson County,"6,608","5,423","7,793",12.1,9.9,14.3,,,,,,,,,,,,,,,,,,
47,45,TN,Dyer County,"5,767","4,671","6,863",16,13,19,,,,,,,,,,,,,,,,,,
47,47,TN,Fayette County,"5,216","4,321","6,111",12.3,10.2,14.4,,,,,,,,,,,,,,,,,,
47,49,TN,Fentress County,"3,692","2,902","4,482",19.9,15.6,24.2,,,,,,,,,,,,,,,,,,
47,51,TN,Franklin County,"5,097","4,086","6,108",12.4,9.9,14.9,,,,,,,,,,,,,,,,,,
47,53,TN,Gibson County,"6,592","5,311","7,873",13.4,10.8,16,,,,,,,,,,,,,,,,,,
47,55,TN,Giles County,"3,709","2,867","4,551",12.4,9.6,15.2,,,,,,,,,,,,,,,,,,
47,57,TN,Grainger County,"3,988","3,206","4,770",16.9,13.6,20.2,,,,,,,,,,,,,,,,,,
47,59,TN,Greene County,"8,659","6,705","10,613",12.5,9.7,15.3,,,,,,,,,,,,,,,,,,
47,61,TN,Grundy County,"2,744","2,100","3,388",20.5,15.7,25.3,,,,,,,,,,,,,,,,,,
47,63,TN,Hamblen County,"11,667","9,957","13,377",18.4,15.7,21.1,,,,,,,,,,,,,,,,,,
47,65,TN,Hamilton County,"45,470","39,950","50,990",12.6,11.1,14.1,,,,,,,,,,,,,,,,,,
47,67,TN,Hancock County,"1,829","1,453","2,205",27.6,21.9,33.3,,,,,,,,,,,,,,,,,,
47,69,TN,Hardeman County,"4,501","3,466","5,536",20.9,16.1,25.7,,,,,,,,,,,,,,,,,,
47,71,TN,Hardin County,"4,660","3,710","5,610",17.6,14,21.2,,,,,,,,,,,,,,,,,,
47,73,TN,Hawkins County,"9,357","7,674","11,040",16.5,13.5,19.5,,,,,,,,,,,,,,,,,,
47,75,TN,Haywood County,"3,713","3,049","4,377",21.3,17.5,25.1,,,,,,,,,,,,,,,,,,
47,77,TN,Henderson County,"3,752","2,879","4,625",13.6,10.4,16.8,,,,,,,,,,,,,,,,,,
47,79,TN,Henry County,"5,183","4,237","6,129",16.4,13.4,19.4,,,,,,,,,,,,,,,,,,
47,81,TN,Hickman County,"3,895","3,126","4,664",16.3,13.1,19.5,,,,,,,,,,,,,,,,,,
47,83,TN,Houston County,"1,248",947,"1,549",15.3,11.6,19,,,,,,,,,,,,,,,,,,
47,85,TN,Humphreys County,"2,282","1,724","2,840",12.1,9.1,15.1,,,,,,,,,,,,,,,,,,
47,87,TN,Jackson County,"2,453","2,062","2,844",21.2,17.8,24.6,,,,,,,,,,,,,,,,,,
47,89,TN,Jefferson County,"7,962","6,551","9,373",14.7,12.1,17.3,,,,,,,,,,,,,,,,,,
47,91,TN,Johnson County,"3,908","3,152","4,664",23.7,19.1,28.3,,,,,,,,,,,,,,,,,,
47,93,TN,Knox County,"57,580","51,888","63,272",12.1,10.9,13.3,,,,,,,,,,,,,,,,,,
47,95,TN,Lake County,"1,643","1,237","2,049",33.4,25.2,41.6,,,,,,,,,,,,,,,,,,
47,97,TN,Lauderdale County,"4,943","3,933","5,953",21.5,17.1,25.9,,,,,,,,,,,,,,,,,,
47,99,TN,Lawrence County,"5,998","4,660","7,336",13.6,10.6,16.6,,,,,,,,,,,,,,,,,,
47,101,TN,Lewis County,"1,855","1,418","2,292",14.7,11.2,18.2,,,,,,,,,,,,,,,,,,
47,103,TN,Lincoln County,"5,111","4,065","6,157",14.6,11.6,17.6,,,,,,,,,,,,,,,,,,
47,105,TN,Loudon County,"5,365","4,181","6,549",9.6,7.5,11.7,,,,,,,,,,,,,,,,,,
47,107,TN,McMinn County,"7,651","6,092","9,210",14.5,11.6,17.4,,,,,,,,,,,,,,,,,,
47,109,TN,McNairy County,"3,913","3,053","4,773",15.4,12,18.8,,,,,,,,,,,,,,,,,,
47,111,TN,Macon County,"4,014","3,122","4,906",15.9,12.4,19.4,,,,,,,,,,,,,,,,,,
47,113,TN,Madison County,"16,124","13,938","18,310",17.1,14.8,19.4,,,,,,,,,,,,,,,,,,
47,115,TN,Marion County,"4,638","3,721","5,555",16.2,13,19.4,,,,,,,,,,,,,,,,,,
47,117,TN,Marshall County,"3,828","3,005","4,651",11.1,8.7,13.5,,,,,,,,,,,,,,,,,,
47,119,TN,Maury County,"10,695","8,724","12,666",10.3,8.4,12.2,,,,,,,,,,,,,,,,,,
47,121,TN,Meigs County,"1,956","1,508","2,404",15.2,11.7,18.7,,,,,,,,,,,,,,,,,,
47,123,TN,Monroe County,"7,185","5,879","8,491",15.6,12.8,18.4,,,,,,,,,,,,,,,,,,
47,125,TN,Montgomery County,"24,078","20,144","28,012",10.8,9,12.6,,,,,,,,,,,,,,,,,,
47,127,TN,Moore County,636,485,787,9.7,7.4,12,,,,,,,,,,,,,,,,,,
47,129,TN,Morgan County,"3,447","2,687","4,207",18.1,14.1,22.1,,,,,,,,,,,,,,,,,,
47,131,TN,Obion County,"4,662","3,752","5,572",15.5,12.5,18.5,,,,,,,,,,,,,,,,,,
47,133,TN,Overton County,"3,352","2,705","3,999",14.9,12,17.8,,,,,,,,,,,,,,,,,,
47,135,TN,Perry County,"1,413","1,097","1,729",17,13.2,20.8,,,,,,,,,,,,,,,,,,
47,137,TN,Pickett County,715,537,893,14.2,10.7,17.7,,,,,,,,,,,,,,,,,,
47,139,TN,Polk County,"2,350","1,783","2,917",13.5,10.2,16.8,,,,,,,,,,,,,,,,,,
47,141,TN,Putnam County,"10,745","8,597","12,893",13.7,11,16.4,,,,,,,,,,,,,,,,,,
47,143,TN,Rhea County,"5,103","4,024","6,182",15.8,12.5,19.1,,,,,,,,,,,,,,,,,,
47,145,TN,Roane County,"7,003","5,423","8,583",13.1,10.1,16.1,,,,,,,,,,,,,,,,,,
47,147,TN,Robertson County,"7,662","6,233","9,091",10.5,8.5,12.5,,,,,,,,,,,,,,,,,,
47,149,TN,Rutherford County,"30,038","25,378","34,698",8.7,7.4,10,,,,,,,,,,,,,,,,,,
47,151,TN,Scott County,"4,841","3,986","5,696",22.4,18.4,26.4,,,,,,,,,,,,,,,,,,
47,153,TN,Sequatchie County,"2,198","1,646","2,750",13.6,10.2,17,,,,,,,,,,,,,,,,,,
47,155,TN,Sevier County,"12,973","10,824","15,122",13.2,11,15.4,,,,,,,,,,,,,,,,,,
47,157,TN,Shelby County,"163,230","150,574","175,886",18,16.6,19.4,,,,,,,,,,,,,,,,,,
47,159,TN,Smith County,"2,331","1,786","2,876",11.7,9,14.4,,,,,,,,,,,,,,,,,,
47,161,TN,Stewart County,"1,820","1,393","2,247",13.3,10.2,16.4,,,,,,,,,,,,,,,,,,
47,163,TN,Sullivan County,"26,800","23,971","29,629",17.1,15.3,18.9,,,,,,,,,,,,,,,,,,
47,165,TN,Sumner County,"17,062","14,180","19,944",8.6,7.1,10.1,,,,,,,,,,,,,,,,,,
47,167,TN,Tipton County,"7,822","6,579","9,065",13.1,11,15.2,,,,,,,,,,,,,,,,,,
47,169,TN,Trousdale County,"1,666","1,285","2,047",17.8,13.7,21.9,,,,,,,,,,,,,,,,,,
47,171,TN,Unicoi County,"2,514","1,933","3,095",14.5,11.1,17.9,,,,,,,,,,,,,,,,,,
47,173,TN,Union County,"3,101","2,355","3,847",15.6,11.8,19.4,,,,,,,,,,,,,,,,,,
47,175,TN,Van Buren County,"1,045",816,"1,274",17,13.3,20.7,,,,,,,,,,,,,,,,,,
47,177,TN,Warren County,"6,403","5,082","7,724",15.6,12.4,18.8,,,,,,,,,,,,,,,,,,
47,179,TN,Washington County,"18,653","16,080","21,226",14.3,12.3,16.3,,,,,,,,,,,,,,,,,,
47,181,TN,Wayne County,"2,819","2,241","3,397",19.8,15.7,23.9,,,,,,,,,,,,,,,,,,
47,183,TN,Weakley County,"5,665","4,713","6,617",18,15,21,,,,,,,,,,,,,,,,,,
47,185,TN,White County,"4,457","3,635","5,279",16.4,13.4,19.4,,,,,,,,,,,,,,,,,,
47,187,TN,Williamson County,"10,137","8,082","12,192",4,3.2,4.8,,,,,,,,,,,,,,,,,,
47,189,TN,Wilson County,"11,297","9,240","13,354",7.5,6.1,8.9,,,,,,,,,,,,,,,,,,
48,0,TX,Texas,"4,122,799","4,067,445","4,178,153",14.2,14,14.4,,,,,,,,,,,,,,,,,,
48,1,TX,Anderson County,"9,124","7,267","10,981",20.4,16.2,24.6,,,,,,,,,,,,,,,,,,
48,3,TX,Andrews County,"2,168","1,699","2,637",11.8,9.2,14.4,,,,,,,,,,,,,,,,,,
48,5,TX,Angelina County,"15,434","13,056","17,812",18.4,15.6,21.2,,,,,,,,,,,,,,,,,,
48,7,TX,Aransas County,"3,629","2,706","4,552",15.1,11.3,18.9,,,,,,,,,,,,,,,,,,
48,9,TX,Archer County,829,644,"1,014",9.6,7.5,11.7,,,,,,,,,,,,,,,,,,
48,11,TX,Armstrong County,178,136,220,9.9,7.5,12.3,,,,,,,,,,,,,,,,,,
48,13,TX,Atascosa County,"8,151","6,482","9,820",16.4,13,19.8,,,,,,,,,,,,,,,,,,
48,15,TX,Austin County,"3,122","2,377","3,867",10.4,7.9,12.9,,,,,,,,,,,,,,,,,,
48,17,TX,Bailey County,"1,084",832,"1,336",16.1,12.3,19.9,,,,,,,,,,,,,,,,,,
48,19,TX,Bandera County,"2,445","1,897","2,993",11.4,8.8,14,,,,,,,,,,,,,,,,,,
48,21,TX,Bastrop County,"11,414","8,951","13,877",11.5,9,14,,,,,,,,,,,,,,,,,,
48,23,TX,Baylor County,602,482,722,17.6,14.1,21.1,,,,,,,,,,,,,,,,,,
48,25,TX,Bee County,"6,383","4,937","7,829",27.1,21,33.2,,,,,,,,,,,,,,,,,,
48,27,TX,Bell County,"52,868","46,947","58,789",14.3,12.7,15.9,,,,,,,,,,,,,,,,,,
48,29,TX,Bexar County,"293,859","274,989","312,729",14.8,13.8,15.8,,,,,,,,,,,,,,,,,,
48,31,TX,Blanco County,"1,063",813,"1,313",9,6.9,11.1,,,,,,,,,,,,,,,,,,
48,33,TX,Borden County,61,46,76,9.9,7.5,12.3,,,,,,,,,,,,,,,,,,
48,35,TX,Bosque County,"2,404","1,861","2,947",13.2,10.2,16.2,,,,,,,,,,,,,,,,,,
48,37,TX,Bowie County,"15,460","12,623","18,297",17.8,14.5,21.1,,,,,,,,,,,,,,,,,,
48,39,TX,Brazoria County,"33,053","26,458","39,648",9,7.2,10.8,,,,,,,,,,,,,,,,,,
48,41,TX,Brazos County,"50,154","45,597","54,711",22.6,20.6,24.6,,,,,,,,,,,,,,,,,,
48,43,TX,Brewster County,"1,250",935,"1,565",13.3,9.9,16.7,,,,,,,,,,,,,,,,,,
48,45,TX,Briscoe County,205,157,253,14.7,11.3,18.1,,,,,,,,,,,,,,,,,,
48,47,TX,Brooks County,"1,986","1,491","2,481",28.6,21.5,35.7,,,,,,,,,,,,,,,,,,
48,49,TX,Brown County,"5,603","4,432","6,774",15.3,12.1,18.5,,,,,,,,,,,,,,,,,,
48,51,TX,Burleson County,"2,575","2,023","3,127",14.4,11.3,17.5,,,,,,,,,,,,,,,,,,
48,53,TX,Burnet County,"4,950","3,830","6,070",9.9,7.7,12.1,,,,,,,,,,,,,,,,,,
48,55,TX,Caldwell County,"5,779","4,418","7,140",12.8,9.8,15.8,,,,,,,,,,,,,,,,,,
48,57,TX,Calhoun County,"2,867","2,166","3,568",14.6,11,18.2,,,,,,,,,,,,,,,,,,
48,59,TX,Callahan County,"1,702","1,298","2,106",12.1,9.2,15,,,,,,,,,,,,,,,,,,
48,61,TX,Cameron County,"103,230","92,405","114,055",24.6,22,27.2,,,,,,,,,,,,,,,,,,
48,63,TX,Camp County,"2,102","1,621","2,583",16.7,12.9,20.5,,,,,,,,,,,,,,,,,,
48,65,TX,Carson County,520,396,644,9.1,6.9,11.3,,,,,,,,,,,,,,,,,,
48,67,TX,Cass County,"5,136","4,209","6,063",18.2,14.9,21.5,,,,,,,,,,,,,,,,,,
48,69,TX,Castro County,"1,184",904,"1,464",16.2,12.4,20,,,,,,,,,,,,,,,,,,
48,71,TX,Chambers County,"5,034","4,190","5,878",10.4,8.7,12.1,,,,,,,,,,,,,,,,,,
48,73,TX,Cherokee County,"8,776","7,088","10,464",18.1,14.6,21.6,,,,,,,,,,,,,,,,,,
48,75,TX,Childress County,"1,093",824,"1,362",21.1,15.9,26.3,,,,,,,,,,,,,,,,,,
48,77,TX,Clay County,"1,093",840,"1,346",10.7,8.2,13.2,,,,,,,,,,,,,,,,,,
48,79,TX,Cochran County,529,410,648,21.3,16.5,26.1,,,,,,,,,,,,,,,,,,
48,81,TX,Coke County,497,396,598,15.1,12,18.2,,,,,,,,,,,,,,,,,,
48,83,TX,Coleman County,"1,488","1,148","1,828",19.3,14.9,23.7,,,,,,,,,,,,,,,,,,
48,85,TX,Collin County,"72,757","65,193","80,321",6.6,5.9,7.3,,,,,,,,,,,,,,,,,,
48,87,TX,Collingsworth County,436,332,540,16.9,12.9,20.9,,,,,,,,,,,,,,,,,,
48,89,TX,Colorado County,"2,527","1,861","3,193",12.4,9.1,15.7,,,,,,,,,,,,,,,,,,
48,91,TX,Comal County,"9,181","6,730","11,632",5.3,3.9,6.7,,,,,,,,,,,,,,,,,,
48,93,TX,Comanche County,"2,196","1,731","2,661",16.1,12.7,19.5,,,,,,,,,,,,,,,,,,
48,95,TX,Concho County,490,369,611,14.9,11.2,18.6,,,,,,,,,,,,,,,,,,
48,97,TX,Cooke County,"5,423","4,352","6,494",13,10.4,15.6,,,,,,,,,,,,,,,,,,
48,99,TX,Coryell County,"9,611","7,672","11,550",13.6,10.8,16.4,,,,,,,,,,,,,,,,,,
48,101,TX,Cottle County,259,195,323,18.8,14.2,23.4,,,,,,,,,,,,,,,,,,
48,103,TX,Crane County,519,393,645,11.3,8.6,14,,,,,,,,,,,,,,,,,,
48,105,TX,Crockett County,447,338,556,14.6,11,18.2,,,,,,,,,,,,,,,,,,
48,107,TX,Crosby County,"1,173",915,"1,431",23.2,18.1,28.3,,,,,,,,,,,,,,,,,,
48,109,TX,Culberson County,427,327,527,19.6,15,24.2,,,,,,,,,,,,,,,,,,
48,111,TX,Dallam County,747,557,937,10.5,7.8,13.2,,,,,,,,,,,,,,,,,,
48,113,TX,Dallas County,"368,709","345,049","392,369",14.4,13.5,15.3,,,,,,,,,,,,,,,,,,
48,115,TX,Dawson County,"2,330","1,812","2,848",21.3,16.6,26,,,,,,,,,,,,,,,,,,
48,117,TX,Deaf Smith County,"3,134","2,479","3,789",17.3,13.7,20.9,,,,,,,,,,,,,,,,,,
48,119,TX,Delta County,847,660,"1,034",15.8,12.3,19.3,,,,,,,,,,,,,,,,,,
48,121,TX,Denton County,"68,494","61,404","75,584",7.4,6.6,8.2,,,,,,,,,,,,,,,,,,
48,123,TX,DeWitt County,"3,108","2,336","3,880",17.1,12.9,21.3,,,,,,,,,,,,,,,,,,
